"Département","Bassin de formation","Rne","Secteur","Nom","Voie","Lieu-dit","Boite postale","Code postal","Commune","Téléphone","Fax","Adresse électronique","Site internet","Responsable"
"﻿Drôme","DROME DES COLLINES","0261148G","Public","LP LYCEE DES METIERS HOTELIER DE L'HERMITAGE","Rue JEAN MONNET ",,"BP95",26602,"TAIN-L'HERMITAGE",475075710,475075711,"ce.0261148G@ac-grenoble.fr","https://hotelier-hermitage.ent.auvergnerhonealpes.fr/","LE PROVISEUR : M. JAVELAS OLIVIER
LE PROVISEUR ADJOINT : MME HAUTION AGATHE
LE GESTIONNAIRE : MME GRANDOUILLER CARINE
L AGENT COMPTABLE : M. BLANC GERARD"
"Drôme","DROME ARDECHE CENTRE","0261095Z","Public","COLLEGE CAMILLE VERNET","160 rue FAVENTINES ",,"BP2137",26021,"VALENCE",475421155,475556014,"ce.0261095Z@ac-grenoble.fr","https://camille-vernet.ent.auvergnerhonealpes.fr","LE PRINCIPAL : MME DEMARGER SANDRINE
LE PRINCIPAL ADJOINT : MME CAIGNAERT SOPHIE
LE GESTIONNAIRE : M. SELEK NICOLAS
L AGENT COMPTABLE : M. SELEK NICOLAS"
"Drôme","DROME ARDECHE CENTRE","0261094Y","Public","COLLEGE EMILE LOUBET","2 rue du Lycée ",,"BP2114",26021,"VALENCE",475561414,475565172,"ce.0261094Y@ac-grenoble.fr","http://www.ac-grenoble.fr/loubet.valence","LE PRINCIPAL : MME TURIAS-SALA MARTINE
LE PRINCIPAL ADJOINT : MME DUCKERT ANNE
LE GESTIONNAIRE : MME DE CAIGNY SOPHIE
L AGENT COMPTABLE : M. CHABAL VINCENT"
"Drôme","DROME ARDECHE CENTRE","0260049M","Public","COLLEGE JEAN ZAY","Allée RAYMOND MIAS ",,,26000,"VALENCE",475784001,475422881,"ce.0260049M@ac-grenoble.fr","http://www.collegejeanzayvalence.fr","LE PRINCIPAL : MME ROCHELLE CORINNE
LE PRINCIPAL ADJOINT : MME COURTE MURIEL
LE GESTIONNAIRE : MME ESCOFFIER MARIE-LUCIENNE
L AGENT COMPTABLE : M. COLLET FABIEN"
"Drôme","DROME ARDECHE CENTRE","0260978X","Public","COLLEGE MARCEL PAGNOL","75 rue HENRI BECQUEREL ",,,26000,"VALENCE",475824390,475562177,"ce.0260978X@ac-grenoble.fr","https://college-marcel-pagnol-valence.web.ac-grenoble.fr","LE PRINCIPAL : MME NARCISSE AUDIGIER-FLORENCE
LE PRINCIPAL ADJOINT : MME BLIN ANAIS
LE GESTIONNAIRE : MME MAGNET SYLVIE
L AGENT COMPTABLE : M. COLLET FABIEN"
"Drôme","DROME ARDECHE CENTRE","0260117L","Public","COLLEGE PAUL VALERY","69 rue BERTHELOT ",,,26000,"VALENCE",475781257,475433820,"ce.0260117L@ac-grenoble.fr","http:// https://college-paul-valery-valence.web.ac-grenoble.fr","LE PRINCIPAL : MME AJALBERT DEBORAH
LE PRINCIPAL ADJOINT : M. BOUTTIER DIDIER
LE GESTIONNAIRE : MME PUGNIET MARILYNE
L AGENT COMPTABLE : M. SELEK NICOLAS"
"Drôme","DROME ARDECHE CENTRE","0261136U","Privé sous-contrat","COLLEGE PRIVE NOTRE DAME","91 rue MONTPLAISIR ",,"BP838",26008,"VALENCE",475821360,475821364,"ce.0261136U@ac-grenoble.fr","http://www.ind-valence.fr","LE DIRECTEUR : M. BERGER JACQUES
LE DIRECTEUR ADJOINT : MME DUBOIS FLORYANE"
"﻿Drôme","DROME ARDECHE CENTRE","0261137V","Privé sous-contrat","COLLEGE PRIVE SAINT VICTOR","3 rue de la Cécile ",,,26000,"VALENCE",475441270,475401772,"ce.0261137V@ac-grenoble.fr","https://www.saintvictor26.fr/","LE DIRECTEUR : M. MIGUET FREDERIC
LE DIRECTEUR ADJOINT : M. BOUVET RENALD"
"Drôme","DROME ARDECHE CENTRE","0260070K","Privé sous-contrat","COLLEGE PRIVE SAINTE ANNE - LA PROVIDENCE","14 rue Henry Chalamet ",,,26000,"VALENCE",475781560,,"ce.0260070K@ac-grenoble.fr","http://www.steanne-laprovidence.fr","LE DIRECTEUR : M. BERGER JACQUES
LE DIRECTEUR ADJOINT : MME MACIOCIA ISABELLE
L  ADJOINT AU CHEF D ETABLISSEMENT : M. DE BRITO PHILIPPE"
"Drôme","DROME ARDECHE CENTRE","0261526T","Privé hors-contrat","ECOLE 2D DEGRE POLYVAL PRIVEE EDUKA ET TERRADE","72 avenue DE ROMANS POLE LATOURG MAUBOURG",,,26000,"VALENCE",475817250,475817251,"ce.0261526T@ac-grenoble.fr","http://www.eduka-valence.com/","LE DIRECTEUR : M. CARTIER PHILIPPE"
"Drôme","DROME ARDECHE CENTRE","0260111E","Privé hors-contrat","ECOLE SECONDAIRE PROFESSIONNEL ECOLE PRIVEE D'ESTHETIQUE ET D","13 rue MIRABEL CHAMBAUD ",,,26000,"VALENCE",426604296,,"ce.0260111E@ac-grenoble.fr","http://WWW.SITEEEPEC.COM","LE DIRECTEUR : MME GALICHET EVELYNE"
"Drôme","DROME ARDECHE CENTRE","0261100E","Public","LP LYCEE DES METIERS AMBLARD","43 rue AMBLARD ",,,26000,"VALENCE",475821200,475422174,"ce.0261100E@ac-grenoble.fr","http://amblard.elycee.rhonealpes.fr","LE PROVISEUR : MME MOREL MARINA
LE PROVISEUR ADJOINT : MME PRAT MURIEL
LE GESTIONNAIRE : M. GUIGARD HERVE
L AGENT COMPTABLE : M. SELEK NICOLAS"
"Drôme","DROME ARDECHE CENTRE","0260116K","Public","LP LYCEE DES METIERS MONTESQUIEU","2 rue DE MONTESQUIEU ",,,26000,"VALENCE",475437572,475860778,"ce.0260116K@ac-grenoble.fr","https://montesquieu.ent.auvergnerhonealpes.fr/","LE PROVISEUR : MME DOFFAGNE STEPHANIE
LE GESTIONNAIRE : MME BREGIER SANDRINE
L AGENT COMPTABLE : M. COLLET FABIEN"
"Drôme","DROME ARDECHE CENTRE","0261505V","Public","LPO LYCEE DES METIERS ALGOUD - LAFFEMAS","37 rue Barthelemy De Laffemas ",,"BP26",26901,"VALENCE",475826130,475569663,"ce.0261505V@ac-grenoble.fr","https://algoud-laffemas.ent.auvergnerhonealpes.fr","LE PROVISEUR : M. FEUTRY THIERRY
LE PROVISEUR ADJOINT : MME LOUTCHMIA REJANE
LE GESTIONNAIRE : M. COLLET FABIEN
L AGENT COMPTABLE : M. COLLET FABIEN
L  ADJOINT AU CHEF D ETABLISSEMENT : M. SUKIENNIK YVAN"
"﻿Drôme","DROME ARDECHE CENTRE","0260074P","Privé sous-contrat","LYC TECHNOL PRIVE MONTPLAISIR","75 rue MONTPLAISIR ",,"BP80034",26902,"VALENCE",475821818,,"ce.0260074P@ac-grenoble.fr","http://www.ensemble-montplaisir.org","LE DIRECTEUR : MME CORNUT CHAUVINC NATHALIE
LE DIRECTEUR ADJOINT : MME BERARD NATACHA"
"Drôme","DROME ARDECHE CENTRE","0260035X","Public","LYCEE GENERAL CAMILLE VERNET","160 rue FAVENTINES ",,"BP2137",26021,"VALENCE",475421155,475556014,"ce.0260035X@ac-grenoble.fr","https://camille-vernet.ent.auvergnerhonealpes.fr","LE PROVISEUR : MME DEMARGER SANDRINE
LE PROVISEUR ADJOINT : M. BERCEAUX ROMAIN
LE GESTIONNAIRE : M. SELEK NICOLAS
L AGENT COMPTABLE : M. SELEK NICOLAS"
"Drôme","DROME ARDECHE CENTRE","0260034W","Public","LYCEE GENERAL EMILE LOUBET","2 rue du Lycée ",,"BP2114",26021,"VALENCE",475561414,475565172,"ce.0260034W@ac-grenoble.fr","https://emile-loubet.ent.auvergnerhonealpes.fr/","LE PROVISEUR : MME TURIAS-SALA MARTINE
LE PROVISEUR ADJOINT : MME CISONNI LAURE
LE GESTIONNAIRE : M. CHABAL VINCENT
L AGENT COMPTABLE : M. CHABAL VINCENT"
"Drôme","DROME ARDECHE CENTRE","0260069J","Privé sous-contrat","LYCEE GENERAL PRIVE NOTRE DAME","91 rue Montplaisir ",,"BP838",26008,"VALENCE",475821360,475821364,"ce.0260069J@ac-grenoble.fr","http://www.ind-valence.fr","LE DIRECTEUR : M. BERGER JACQUES
LE DIRECTEUR ADJOINT : M. MAILLE FRANCK"
"Drôme","DROME ARDECHE CENTRE","0260071L","Privé sous-contrat","LYCEE GENERAL PRIVE SAINT VICTOR","3 rue de la Cécile ",,,26000,"VALENCE",475441270,475401772,"ce.0260071L@ac-grenoble.fr","http://www.saintvictor26.com","LE DIRECTEUR : M. MIGUET FREDERIC
LE DIRECTEUR ADJOINT : M. MICHELAS MIKAEL"
"Drôme","DROME ARDECHE CENTRE","0261139X","Privé sous-contrat","LYCEE PROF PRIVE DES METIERS MONTPLAISIR","75 rue MONTPLAISIR ",,"BP80034",26902,"VALENCE",475821818,,"ce.0261139X@ac-grenoble.fr","http://www.ensemble-montplaisir.org","LE DIRECTEUR : MME BOFFARD ISABELLE"
"Drôme","DROME ARDECHE CENTRE","0260037Z","Public","LYCEE PROFESSIONNEL VICTOR HUGO","442 avenue Victor Hugo ",,"BP2130",26021,"VALENCE",475419040,475416743,"ce.0260037Z@ac-grenoble.fr","https://victor-hugo.ent.auvergnerhonealpes.fr/","LE PROVISEUR : M. CALATRABA LAURENT
LE PROVISEUR ADJOINT : MME FARINES AGNES
LE GESTIONNAIRE : MME VIAL-COQUIN ALEXANDRA
L AGENT COMPTABLE : M. CHABAL VINCENT"
"﻿Drôme","DROME ARDECHE CENTRE","0260082Y","Privé sous-contrat","LYCEE PROFESSIONNEL PRIVE LA PROVIDENCE","14 rue Chalamet ",,,26000,"VALENCE",475781560,,"ce.0260082Y@ac-grenoble.fr","http://www.steanne-laprovidence.fr","LE DIRECTEUR : M. BERGER JACQUES
LE DIRECTEUR ADJOINT : MME ROUMEAS CLAUDINE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME JANVIER THI HOA KHOI"
"Drôme","DROME ARDECHE CENTRE","0261008E","Public","SEGPA CLG MARCEL PAGNOL","75 rue HENRI BECQUEREL ",,,26000,"VALENCE",475824390,475562177,"ce.0260978x@ac-grenoble.fr","http://ac-grenoble.fr/college/pagnol.valence","LE PRINCIPAL : MME NARCISSE AUDIGIER-FLORENCE
LE PRINCIPAL ADJOINT : MME TROUILLET VIRGINIE
LE GESTIONNAIRE : MME MAGNET SYLVIE
L AGENT COMPTABLE : M. COLLET FABIEN"
"Haute-Savoie","CHABLAIS","0740001Z","Public","COLLEGE DU VAL D'ABONDANCE","68 rue d'Offaz ",,,74360,"ABONDANCE",450730180,450730268,"ce.0740001Z@ac-grenoble.fr","https://valdabondance.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. BARNOUD MICHEL
LE GESTIONNAIRE : MME TORRES NATHALIE
L AGENT COMPTABLE : M. DESCAMPS HUGUES"
"Haute-Savoie","CHABLAIS","0741442R","Privé sous-contrat","COLLEGE PRIVE SAINTE CROIX DES NEIGES","32 route DE CHARMY L'ADROIT ",,,74360,"ABONDANCE",450730120,,"ce.0741442R@ac-grenoble.fr","http://www.sainte-croix-des-neiges.fr","LE DIRECTEUR : M. SALAUN XAVIER"
"Haute-Savoie","CHABLAIS","0741443S","Privé sous-contrat","LYCEE GENERAL PRIVE SAINTE CROIX DES NEIGES","32 route DE CHARMY L'ADROIT ",,,74360,"ABONDANCE",450730120,,"ce.0741443S@ac-grenoble.fr","http://www.sainte-croix-des-neiges.fr","LE DIRECTEUR : M. SALAUN XAVIER"
"Haute-Savoie","ALBANAIS ANNECIEN","0740002A","Public","COLLEGE RENE LONG","223 allée du Collège ",,,74540,"ALBY-SUR-CHERAN",450681021,450681845,"ce.0740002A@ac-grenoble.fr","https://renelong-albysurcheran.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. GILLE PIERRE
LE PRINCIPAL ADJOINT : MME BOINON CHRISTELLE
LE GESTIONNAIRE : M. SALMERON GREGORY
L AGENT COMPTABLE : MME BEDDIAR NICOLE"
"Haute-Savoie","ALBANAIS ANNECIEN","0740274W","Public","COLLEGE BEAUREGARD","39 avenue BEAUREGARD ","CRAN-GEVRIER            ",,74960,"ANNECY",450576011,450460409,"ce.0740274W@ac-grenoble.fr","http://www.ac-grenoble.fr/college/beauregard.crangevrier","LE PRINCIPAL : M. CASE SAMUEL
LE PRINCIPAL ADJOINT : MME BOVAGNET PASCAL MYRIAM
LE GESTIONNAIRE : M. ACCARDO SEBASTIEN
L AGENT COMPTABLE : M. GONZALEZ DIDIER"
"﻿Haute-Savoie","ALBANAIS ANNECIEN","0740071A","Public","COLLEGE EVIRE","9 rue Des Martyrs De La Déportat ",,"BP339",74940,"ANNECY",450237606,450232138,"ce.0740071A@ac-grenoble.fr","https://evire-annecy.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME BUER PATRICIA
LE PRINCIPAL ADJOINT : MME SILETTI VERONIQUE
LE GESTIONNAIRE : MME BERNO PATRICIA
L AGENT COMPTABLE : MME BEAUCAIRE LAURENCE"
"Haute-Savoie","ALBANAIS ANNECIEN","0741096P","Public","COLLEGE JACQUES PREVERT","4 rue De L'Hopital ","MEYTHET                 ","BP1001",74960,"ANNECY",450220035,450223307,"ce.0741096P@ac-grenoble.fr","https://jacquesprevert-annecy.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. GIRAUD FRANCOIS
LE PRINCIPAL ADJOINT : MME ROYER NATHALIE
LE GESTIONNAIRE : MME SARFATI SANDRINE
L AGENT COMPTABLE : M. GONZALEZ DIDIER"
"Haute-Savoie","ALBANAIS ANNECIEN","0741117M","Public","COLLEGE LE SEMNOZ","16 avenue JEAN CLERC ","SEYNOD                  ",,74600,"ANNECY",450691338,450522888,"ce.0741117M@ac-grenoble.fr","https://college-le-semnoz-annecy.web.ac-grenoble.fr/","LE PRINCIPAL : MME HAUTECOUVERTURE MARYLINE
LE PRINCIPAL ADJOINT : MME GILLET JUSTINE
LE GESTIONNAIRE : MME BATH SANDRA
L AGENT COMPTABLE : M. GONZALEZ DIDIER"
"Haute-Savoie","ALBANAIS ANNECIEN","0740065U","Public","COLLEGE LES BALMETTES","8 faubourg DES BALMETTES ",,"BP243",74006,"ANNECY",450100800,450100809,"ce.0740065U@ac-grenoble.fr","https://lesbalmettes-annecy.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. MEISTERMANN TONY
LE PRINCIPAL ADJOINT : M. LEFEVRE CHRISTOPHE
LE GESTIONNAIRE : M. SLIMANI HAMID
L AGENT COMPTABLE : M. MUGNIER YVES"
"Haute-Savoie","ALBANAIS ANNECIEN","0740930J","Public","COLLEGE LES BARATTES","5 avenue DE MONTFLEURY ","ANNECY LE VIEUX         ",,74940,"ANNECY",450231126,450098053,"ce.0740930J@ac-grenoble.fr","https://lesbarattes-annecy.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. BRUYAS LAURENT
LE PRINCIPAL ADJOINT : MME WADOUX LARA
LE GESTIONNAIRE : MME PLANCOULAINE LISE
L AGENT COMPTABLE : MME BEAUCAIRE LAURENCE"
"Haute-Savoie","ALBANAIS ANNECIEN","0740929H","Public","COLLEGE RAOUL BLANCHARD","14 rue PRESIDENT FAVRE ",,"BP309",74008,"ANNECY",450454574,450456824,"ce.0740929H@ac-grenoble.fr","http://www.raloulblanchard.fr","LE PRINCIPAL : MME QUIBLIER SYLVIE
LE PRINCIPAL ADJOINT : MME GIRAUDO ELODIE
LE GESTIONNAIRE : M. ARNAUD SEBASTIEN
L AGENT COMPTABLE : M. MUGNIER YVES"
"Haute-Savoie","ALBANAIS ANNECIEN","0740124H","Privé sous-contrat","COLLEGE PRIVE LA SALLE ANNECY - PRINGY","190 chemin de Gräfenberg ","PRINGY                  ","BP36",74370,"ANNECY",450272014,450273134,"ce.0740124H@ac-grenoble.fr","https://www.lasalleannecy.fr","LE DIRECTEUR : M. MARION JEAN PIERRE
LE DIRECTEUR ADJOINT : M. LEVEIGNEUR MICHAEL
L  ADJOINT AU CHEF D ETABLISSEMENT : M. BELLEVILLE NICOLAS"
"﻿Haute-Savoie","ALBANAIS ANNECIEN","0740105M","Privé sous-contrat","COLLEGE PRIVE LA SALLE ANNECY LE VIEUX","7 chemin du Bray ","ANNECY LE VIEUX         ",,74940,"ANNECY",450234613,450661365,"ce.0740105M@ac-grenoble.fr","http://www.lasalle-annecy.com","LE DIRECTEUR : MME SALVISBERG HELENE
LE DIRECTEUR ADJOINT : MME DANIELSOPHIE DANIELSOPHIE"
"Haute-Savoie","ALBANAIS ANNECIEN","0740083N","Privé sous-contrat","COLLEGE PRIVE LES TILLEULS","11 avenue de Thones ",,,74000,"ANNECY",450091960,,"ce.0740083N@ac-grenoble.fr","http://les-tilleuls.org/","LE DIRECTEUR : MME MARCHAL-THILLOU ESTELLE
LE DIRECTEUR ADJOINT : MME SEMERDHIEVA FIMIYA"
"Haute-Savoie","ALBANAIS ANNECIEN","0740106N","Privé sous-contrat","COLLEGE PRIVE SAINT FRANCOIS LES CORDELIERS","3 boulevard Costa de Beauregard ","SEYNOD                  ",,74600,"ANNECY",450450792,,"ce.0740106N@ac-grenoble.fr","http://www.stfrancois-lescordeliers.com/","LE DIRECTEUR : MME BACCARD ELODIE
LE DIRECTEUR ADJOINT : MME PICOT MAGALIE"
"Haute-Savoie","ALBANAIS ANNECIEN","0741278M","Privé sous-contrat","COLLEGE PRIVE SAINT MICHEL","27 faubourg des Balmettes ",,"BP257",74007,"ANNECY",450450520,450455287,"Ce.0741278M@ac-grenoble.fr","http://www.st-michel.fr","LE DIRECTEUR : M. JOBY VIVIEN
LE DIRECTEUR ADJOINT : MME ESTRANGIN EMMANUELLE"
"Haute-Savoie","ALBANAIS ANNECIEN","0741789T","Privé hors-contrat","ECOLE 2D DEGRE PROF.PRIVEE SILVYA TERRADE","21 avenue Des hirondelles ",,,74940,"ANNECY",458020145,,"ce.0741789T@ac-grenoble.fr",,"LE DIRECTEUR : MME PETER ELENA"
"Haute-Savoie","ALBANAIS ANNECIEN","0741410F","Privé hors-contrat","ECOLE PROFESSIONNELLE PRIVEE IPSO CAMPUS","2 route DE NANFRAY ","CRAN GEVRIER            ",,74960,"ANNECY",450515912,,"ce.0741410F@ac-grenoble.fr","http://www.ipso-campus.com","LE DIRECTEUR : M. PRETTO PIERRE-OLIVIER"
"Haute-Savoie","ALBANAIS ANNECIEN","0741777E","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE ECOLE BILINGUE INTERNATIONALE","3 rue du bulloz ","Parc des Glaisins       ",,74940,"ANNECY",450023953,,"ce.0741777E@ac-grenoble.fr",,"LE DIRECTEUR : MME MONDONGOU MATHILDE"
"﻿Haute-Savoie",,"0741836U","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE LA FORET DES LUCIOLES","2 place du mont Lachat ",,,74000,"ANNECY",779031282,,"ce.0741836U@ac-grenoble.fr",,"LE PRINCIPAL : MME OLHASQUE SYNTHIA"
"Haute-Savoie","ALBANAIS ANNECIEN","0741784M","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE LA VERTU","48 chemin de la prairie ",,,74940,"ANNECY",954759763,,"ce.0741784M@ac-grenoble.fr",,"LE DIRECTEUR : MME UYAR MÉDINE"
"Haute-Savoie","ALBANAIS ANNECIEN","0741590B","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE MAISON SAINT BENOIT","7 rue DU PRE DE LA FONTAINE ","SEYNOD                  ",,74600,"ANNECY",450058514,450058527,"ce.0741590B@ac-grenoble.fr",,"LE DIRECTEUR : MME HERRERO ELODIE"
"Haute-Savoie","ALBANAIS ANNECIEN","0741780H","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE MON ECOLE EXTRAORDINAIRE","2 rue DU PRE DE LA DANSE ",,,74940,"ANNECY",602461551,,"ce.0741780H@ac-grenoble.fr","http://www.ecole-meeo.com","LE DIRECTEUR : MME SANTI ELISABETH"
"Haute-Savoie","ALBANAIS ANNECIEN","0741753D","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE SAINTE CECILE","8 rue Blaise Pascal ",,,74000,"ANNECY",662818978,,"ce.0741753D@ac-grenoble.fr","https://www.collegesaintephilomene.com/","LE DIRECTEUR : MME BOUDET SIBYLLE"
"Haute-Savoie","ALBANAIS ANNECIEN","0741164N","Public","LP LYCEE DES METIERS TOM MOREL","1 A avenue du capitaine Anjot ","CRAN-GEVRIER            ","BP26",74960,"ANNECY",450521290,450772695,"ce.0741164N@ac-grenoble.fr","https://tommorel.ent.auvergnerhonealpes.fr/","LE PROVISEUR : M. LARRIEU STEPHANE
LE PROVISEUR ADJOINT : MME MAUBOURGUET SYLVIE
LE GESTIONNAIRE : M. JORAND ALAIN
L AGENT COMPTABLE : M. GONZALEZ DIDIER"
"Haute-Savoie","ALBANAIS ANNECIEN","0740003B","Public","LYCEE GENERAL CLAUDE LOUIS BERTHOLLET","9 boulevard du Lycée ",,"BP316",74008,"ANNECY",450513864,450456182,"ce.0740003B@ac-grenoble.fr","https://lycee-berthollet-annecy.web.ac-grenoble.fr/","LE PROVISEUR : MME GUAY DOMINIQUE
LE PROVISEUR ADJOINT : MME RASSAT CRISTINA
LE GESTIONNAIRE : M. BERGERET ALAIN
L AGENT COMPTABLE : M. MUGNIER YVES
L  ADJOINT AU CHEF D ETABLISSEMENT : M. CORDIER JULIEN"
"﻿Haute-Savoie","ALBANAIS ANNECIEN","0740082M","Privé sous-contrat","LYCEE GENERAL ET TECHNOL PR SAINT MICHEL","27 faubourg des Balmettes ",,"BP257",74007,"ANNECY",450450520,450455287,"Ce.0740082M@ac-grenoble.fr","http://www.st-michel.fr","LE DIRECTEUR : M. JOBY VIVIEN
LE DIRECTEUR ADJOINT : MME ESTRANGIN EMMANUELLE
L  ADJOINT AU CHEF D ETABLISSEMENT : M. PASQUIER JEAN-LUC"
"Haute-Savoie","ALBANAIS ANNECIEN","0741418P","Public","LYCEE GENERAL ET TECHNOLOGIQUE CHARLES BAUDELAIRE","9 avenue DU CAPITAINE ANJOT ","CRAN-GEVRIER            ","BP371",74012,"ANNECY",450690770,450520676,"ce.0741418P@ac-grenoble.fr","https://charles-baudelaire.ent.auvergnerhonealpes.fr/","LE PROVISEUR : M. VERNET LIONEL
LE PROVISEUR ADJOINT : MME COSTES AMANDINE
LE GESTIONNAIRE : M. GONZALEZ DIDIER
L AGENT COMPTABLE : M. GONZALEZ DIDIER"
"Haute-Savoie","ALBANAIS ANNECIEN","0740005D","Public","LYCEE GENERAL ET TECHNOLOGIQUE GABRIEL FAURE","2 avenue DU RHONE ",,"BP313",74008,"ANNECY",450452038,450455995,"ce.0740005D@ac-grenoble.fr","http://www.ac-grenoble.fr/lycee/faure.annecy/","LE PROVISEUR : MME DELEURENCE CATHERINE
LE PROVISEUR ADJOINT : M. COMBAZ BRUNO
LE GESTIONNAIRE : M. MUGNIER YVES
L AGENT COMPTABLE : M. MUGNIER YVES
L  ADJOINT AU CHEF D ETABLISSEMENT : M. COLLET MATTHIEU"
"Haute-Savoie","ALBANAIS ANNECIEN","0741101V","Privé sous-contrat","LYCEE POLYVALENT PRIVE LES BRESSIS","85 route Des Creuses ","SEYNOD                  ",,74600,"ANNECY",450520122,,"ce.0741101V@ac-grenoble.fr","http://www.lycee-prive-bressis.fr","LE DIRECTEUR : M. LAPAJ GREGORY
LE DIRECTEUR ADJOINT : MME PARIS LAURENCE"
"Haute-Savoie","ALBANAIS ANNECIEN","0740062R","Public","LYCEE PROFESSIONNEL AMEDEE GORDINI","31 route De Sacconges ","SEYNOD                  ",,74600,"ANNECY",450454323,,"ce.0740062R@ac-grenoble.fr","https://amedee-gordini.ent.auvergnerhonealpes.fr/","LE PROVISEUR : MME BOUGET LAURENCE
LE GESTIONNAIRE : MME BARDONE CLAUDINE
L AGENT COMPTABLE : M. GONZALEZ DIDIER"
"Haute-Savoie","ALBANAIS ANNECIEN","0740054G","Public","LYCEE PROFESSIONNEL GERMAIN SOMMEILLER","4 bis boulevard TAINE ",,,74000,"ANNECY",450339000,450339010,"ce.0740054G@ac-grenoble.fr","http://germain-sommeiller.elycee.rhonealpes.fr","LE PROVISEUR : M. FRIAUD FRANCOIS
LE PROVISEUR ADJOINT : MME BOUYA KHADIJA
LE GESTIONNAIRE : MME LEMERCIER CORINNE
L AGENT COMPTABLE : M. MUGNIER YVES"
"Haute-Savoie","ALBANAIS ANNECIEN","0740948D","Public","SEGPA CLG EVIRE","9 rue MARTYRS DE LA DEPORTATION ",,"BP339",74000,"ANNECY",450237606,450232138,"ce.0740948D@ac-grenoble.fr",,"LE PRINCIPAL : MME BUER PATRICIA
LE PRINCIPAL ADJOINT : MME COLINET DUBREUIL MAGALI
LE GESTIONNAIRE : MME BERNO PATRICIA
L AGENT COMPTABLE : MME BEAUCAIRE LAURENCE"
"﻿Haute-Savoie","ALBANAIS ANNECIEN","0741118N","Public","SEGPA CLG LE SEMNOZ","16 avenue JEAN CLERC ","SEYNOD                  ",,74600,"ANNECY",450691338,450522888,"ce.0741118N@ac-grenoble.fr","http://www.ac-grenoble.fr/college/le-semnoz.seynod/","LE PRINCIPAL : MME HAUTECOUVERTURE MARYLINE
LE PRINCIPAL ADJOINT : M. FOLLETETE OLIVIER
LE GESTIONNAIRE : MME BATH SANDRA
L AGENT COMPTABLE : M. GONZALEZ DIDIER"
"Haute-Savoie","ALBANAIS ANNECIEN","0741528J","Privé sous-contrat","SEGPA PRIVEE CLG LA SALLE","190 chemin DE GRAFENBERG ","PRINGY                  ",,74370,"ANNECY",450272014,450273134,"coprisal@edres74.cur-archamps.fr","http://www..lasalle-pringy.com","LE DIRECTEUR : M. MARION JEAN PIERRE"
"Haute-Savoie","GENEVOIS HAUT SAVOYARD","0741165P","Public","COLLEGE MICHEL SERVET","2 bis avenue Jules Ferry ",,"BP187",74102,"ANNEMASSE",450921035,450928860,"ce.0741165P@ac-grenoble.fr","https://college-michel-servet-annemasse.web.ac-grenoble.fr/","LE PRINCIPAL : M. JACQUOT THOMAS
LE PRINCIPAL ADJOINT : MME VIGNEAU SYLVIE
LE GESTIONNAIRE : MME DERUMEZ NATHALIE
L AGENT COMPTABLE : M. BEATRIX OLIVIER
L  ADJOINT AU CHEF D ETABLISSEMENT : MME PERRIERE COLLOUD FLORENCE"
"Haute-Savoie","GENEVOIS HAUT SAVOYARD","0741709F","Privé hors-contrat","ECOLE TECHNIQUE PRIVEE SILVYA TERRADE","3 rue du parc ",,,74100,"ANNEMASSE",457620007,,"ce.0741709F@ac-grenoble.fr","https://www.groupe-terrade.com/fr/les-ecoles/annemasse","LE DIRECTEUR : MME PETER ELENA"
"Haute-Savoie","GENEVOIS HAUT SAVOYARD","0740009H","Public","LYCEE POLYVALENT DES GLIERES","2 A avenue de Verdun ",,"BP527",74100,"ANNEMASSE",450439320,450439331,"ce.0740009H@ac-grenoble.fr","http://www.ac-grenoble.fr/lycee/glieres.annemasse","LE PROVISEUR : M. BURGUN STEPHANE
LE PROVISEUR ADJOINT : MME DESSOLIN SOPHIE
LE GESTIONNAIRE : M. BEATRIX OLIVIER
L AGENT COMPTABLE : M. BEATRIX OLIVIER"
"Haute-Savoie","GENEVOIS HAUT SAVOYARD","0741476C","Public","LYCEE POLYVALENT JEAN MONNET","1 place De Lattre De Tassigny ","VETRAZ MONTHOUX         ","BP241",74100,"ANNEMASSE",450871836,450871297,"ce.0741476C@ac-grenoble.fr","http://jean-monnet-annemasse.elycee.rhonealpes.fr ","LE PROVISEUR : M. VIGNEAU CHRISTOPHE
LE PROVISEUR ADJOINT : M. CHAFFARD PHILIPPE
LE GESTIONNAIRE : M. NAVEL MATHIEU
L AGENT COMPTABLE : M. NAVEL MATHIEU
L  ADJOINT AU CHEF D ETABLISSEMENT : MME DELANCHY MARIE BENEDICTE"
