"Département","Circonscription","Rne","Secteur","Nom","Voie","Lieu-dit","Boite postale","Code postal","Commune","Téléphone","Fax","Adresse électronique","Site internet","Responsable","Collège de secteur","GPS latitude","GPS longitude","Nb classes","Effectif"
"Isère","FONTAINE-VERCORS","0380501N","Public","ECOLE MATERNELLE PUBLIQUE MARGUERITE TAVEL","2 rue Marguerite Tavel ",,,38600,"FONTAINE",476270782,,"ce.0380501N@ac-grenoble.fr",,"LE DIRECTEUR : M. BETHUNE CLEMENT","CLG JULES VALLES","45.190081467634","5.6863270156959",4,91
"Isère","FONTAINE-VERCORS","0381891Z","Public","ECOLE MATERNELLE PUBLIQUE MAURICE AUDIN","Rue Eugène Charbonnier ",,,38600,"FONTAINE",476273037,,"ce.0381891Z@ac-grenoble.fr",,"LE DIRECTEUR : MME HUGONNARD-BOULARES LAURENCE","CLG GERARD PHILIPE","45.193038020695","5.6791428518145",3,59
"Isère","FONTAINE-VERCORS","0380506U","Public","ECOLE MATERNELLE PUBLIQUE PAUL LANGEVIN","2 rue Georges Sand ",,,38600,"FONTAINE",476267446,,"ce.0380506U@ac-grenoble.fr",,"LE DIRECTEUR : MME CATHERINE BOYER","CLG JULES VALLES","45.188100767888","5.690385120672",4,87
"Isère","FONTAINE-VERCORS","0380505T","Public","ECOLE MATERNELLE PUBLIQUE PONT DU DRAC","41 rue Gabriel Péri ",,,38600,"FONTAINE",476270982,,"ce.0380505T@ac-grenoble.fr",,"LE DIRECTEUR : MME AUDREY LEYDIER","CLG JULES VALLES","45.191750317281","5.698193176524",4,76
"Isère","FONTAINE-VERCORS","0380503R","Public","ECOLE MATERNELLE PUBLIQUE ROBESPIERRE","40 rue des Buissonnées ",,,38600,"FONTAINE",476263428,,"ce.0380503R@ac-grenoble.fr",,"LE DIRECTEUR : MME BOUCHET-VIRETTE SOLENE","CLG GERARD PHILIPE","45.200355267407","5.6880704346947",5,93
"﻿Isère","FONTAINE-VERCORS","0382239C","Public","ECOLE PRIMAIRE JULES FERRY","57 ter quai du Drac ",,,38600,"FONTAINE",476266380,,"ce.0382239C@ac-grenoble.fr",,"LE DIRECTEUR : MME ISABELLE POUGET","CLG JULES VALLES","45.195551476196","5.6993453710886",7,161
"Isère","FONTAINE-VERCORS","0381597E","Public","ECOLE PRIMAIRE PUBLIQUE JEANNE LABOURBE","24 rue de la République ",,,38600,"FONTAINE",476273635,,"ce.0381597E@ac-grenoble.fr",,"LE DIRECTEUR : MME ASTRUC NINA","CLG GERARD PHILIPE","45.197275814641","5.6669604880818",5,79
"Isère","VOIRON 3","0383021C","Public","ECOLE ELEMENTAIRE PUBLIQUE LE ROCHER","7 rue des Ecoles ",,,38120,"FONTANIL-CORNILLON",788855953,,"ce.0383021C@ac-grenoble.fr",,"LE DIRECTEUR : M. PELOUX JEAN-CHARLES","CLG CHARTREUSE","45.249250139635","5.6685027479545",9,221
"Isère","VOIRON 3","0381772V","Public","ECOLE MATERNELLE PUBLIQUE LE ROCHER","7 rue des Ecoles ",,,38120,"FONTANIL-CORNILLON",476752452,,"ce.0381772V@ac-grenoble.fr",,"LE DIRECTEUR : MME LAGILLE-RICHEROL STEPHANIE","CLG CHARTREUSE","45.249871208372","5.6681498351694",5,121
"Isère","BOURGOIN JALLIEU 2","0383022D","Public","ECOLE PRIMAIRE PUBLIQUE LA CLE DES CHAMPS","34 grande rue ",,,38080,"FOUR",474927126,,"ce.0383022D@ac-grenoble.fr",,"LE DIRECTEUR : MME LOMBARD MURIEL","CLG SONIA DELAUNAY","45.58678978322","5.192138220629",7,161
"Isère","GRENOBLE 5","0382464X","Public","ECOLE ELEMENTAIRE PUBLIQUE GUYNEMER","6 rue Guynemer ",,,38190,"FROGES",476715302,,"ce.0382464X@ac-grenoble.fr",,"LE DIRECTEUR : MME GAUDRY LINDA","CLG BELLEDONNE","45.260268778102","5.9114001347292",5,111
"Isère","GRENOBLE 5","0381918D","Public","ECOLE MATERNELLE PUBLIQUE HELENE FREDET","957 boulevard Langevin ",,,38190,"FROGES",476715002,,"ce.0381918D@ac-grenoble.fr",,"LE DIRECTEUR : MME PLAS ANOUCK","CLG BELLEDONNE","45.259706050612","5.9098269982448",3,66
"Isère","GRENOBLE 5","0382841G","Public","ECOLE PRIMAIRE GEORGE SAND","245 rue de Bretagne ",,,38190,"FROGES",476715013,,"ce.0382841G@ac-grenoble.fr",,"LE DIRECTEUR : MME VIGNERON VALERIE","CLG BELLEDONNE","45.273777284392","5.9216897379",5,130
"Isère","BOURGOIN JALLIEU 3","0381933V","Public","ECOLE ELEMENTAIRE PUBLIQUE CHARLIE CHAPLIN","81 montée de Bouvaresse ",,,38290,"FRONTONAS",474941338,,"ce.0381933V@ac-grenoble.fr",,"LE DIRECTEUR : MME CLEYET-MARREL SABINE","CLG ANNE FRANK","45.646972890831","5.1861726132395",6,144
"Isère","BOURGOIN JALLIEU 3","0382831W","Public","ECOLE MATERNELLE PUBLIQUE CHARLIE CHAPLIN","80 montée Bouvaresse ",,,38290,"FRONTONAS",474942758,,"ce.0382831W@ac-grenoble.fr",,"LE DIRECTEUR : MME MABILAIS CLAIRE","CLG ANNE FRANK","45.64731244976","5.186314457602",3,76
"﻿Isère","ST-MARTIN D'HERES","0381672L","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE DON BOSCO","19 rue de la Plaine ",,"BP13",38610,"GIERES",476894259,476896487,"ce.0381672L@ac-grenoble.fr",,"LE DIRECTEUR : MME LUDMAN AURORE","Aucune information","45.18501863249","5.7887945389342",12,294
"Isère","ST-MARTIN D'HERES","0382240D","Public","ECOLE ELEMENTAIRE PUBLIQUE RENE CASSIN","2 rue de l'Isère ",,,38610,"GIERES",476893214,476591443,"ce.0382240D@ac-grenoble.fr",,"LE DIRECTEUR : MME TENINGE VALERIE","CLG LE CHAMANDIER","45.182902418947","5.7927146439638",16,362
"Isère","ST-MARTIN D'HERES","0382315K","Public","ECOLE MATERNELLE PUBLIQUE GEORGES ARGOUD PUY","29 rue la Fontaine ",,,38610,"GIERES",476893482,,"ce.0382315K@ac-grenoble.fr",,"LE DIRECTEUR : MME NOVAT DELPHINE","CLG LE CHAMANDIER","45.184453599718","5.8023602722292",4,93
"Isère","ST-MARTIN D'HERES","0380527S","Public","ECOLE MATERNELLE PUBLIQUE RENE CASSIN","Chemin Rose VALLANT ",,,38610,"GIERES",476894588,,"ce.0380527S@ac-grenoble.fr",,"LE DIRECTEUR : MME RUFFLET SYLVIE","CLG LE CHAMANDIER","45.183178590467","5.7931998432204",4,94
"Isère","ST-MARTIN D'HERES","0383516R","Privé hors-contrat","ECOLE PRIMAIRE PRIVEE POSITIVE SCHOOL","3 rue DE LA CONDAMINE ",,,38610,"GIERES",983756272,,"ce.0383516R@ac-grenoble.fr",,"LE DIRECTEUR : MME VEILLEROY ELISE","Aucune information","45.187446439546","5.7781497213705",2,34
"Isère","BIEVRE-VALLOIRE","0380529U","Public","ECOLE PRIMAIRE PUBLIQUE","Place de la Mairie ",,,38260,"GILLONNAY",474202427,,"ce.0380529U@ac-grenoble.fr",,"LE DIRECTEUR : MME PESCATORE SANDRINE","CLG JONGKIND","45.393057440842","5.2962077335731",5,102
"Isère","HAUT-GRESIVAUDAN","0382615L","Public","ECOLE ELEMENTAIRE PUBLIQUE","Place de la Mairie ",,,38570,"GONCELIN",476717751,,"ce.0382615L@ac-grenoble.fr",,"LE DIRECTEUR : MME TOUCHARD GERALDINE","CLG ICARE","45.343221292196","5.9777743698872",7,141
"Isère","HAUT-GRESIVAUDAN","0381849D","Public","ECOLE MATERNELLE PUBLIQUE","42 rue de la gare ",,,38570,"GONCELIN",476717749,,"ce.0381849D@ac-grenoble.fr",,"LE DIRECTEUR : MME MATHIEU ISABELLE","CLG ICARE","45.343166758737","5.9754203473285",3,73
"Isère","BOURGOIN JALLIEU 3","0380536B","Public","ECOLE PRIMAIRE PUBLIQUE HUGUES AUFRAY"," ","GRANDE PLACE            ",,38540,"GRENAY",478404349,478404349,"ce.0380536B@ac-grenoble.fr",,"LE DIRECTEUR : MME DUNOYER SEVERINE","CLG ANNE FRANK","45.66334490672","5.081395108389",7,177
"Isère","GRENOBLE 2","0381958X","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE BAYARD","13 bis rue Bayard ",,,38000,"GRENOBLE",476442569,476513123,"ce.0381958X@ac-grenoble.fr",,"LE DIRECTEUR : M. ARDISSON YVES","Aucune information","45.191364089634","5.7325892552492",10,251
"﻿Isère","GRENOBLE 1","0383532H","Privé hors-contrat","ECOLE ELEMENTAIRE PRIVEE ECOLE PRIMAIRE PRIVEE HORS CON","75 avenue Jean Perrot ",,,38000,"GRENOBLE",610185991,,"ce.0383532H@ac-grenoble.fr",,"LE DIRECTEUR : MME ROTOLO ELEONORE","CLG CHAMPOLLION","45.176146814162","5.7351690588685",2,28
"Isère","GRENOBLE 1","0381957W","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE EXTERNAT NOTRE DAME","43 avenue Marcelin Berthelot ",,,38100,"GRENOBLE",476866810,476865720,"ce.0381957W@ac-grenoble.fr",,"LE DIRECTEUR : M. THON JEAN-PHILIPPE","Aucune information","45.173836133173","5.7305594881022",15,367
"Isère","GRENOBLE 1","0381693J","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE INSTITUTION SAINT-BRUNO","27 avenue de Vizille ",,,38000,"GRENOBLE",476966113,476969370,"ce.0381693J@ac-grenoble.fr",,"LE DIRECTEUR : MME GONTIER EMMANUELLE","Aucune information","45.186612161834","5.716138025535",15,381
"Isère","GRENOBLE 1","0383445N","Privé hors-contrat","ECOLE ELEMENTAIRE PRIVEE KERBER","5 rue LEROY ",,,38100,"GRENOBLE",476440734,,"ce.0383445N@ac-grenoble.fr","http://www.ecole-kerber.fr","LE DIRECTEUR : MME REY DELPHINE","CLG CHARLES MUNCH","45.177406661561","5.7374345308851",1,15
"Isère","GRENOBLE 2","0383406W","Privé hors-contrat","ECOLE ELEMENTAIRE PRIVEE LA PLUME","89 rue Général Mangin ",,,38100,"GRENOBLE",612059533,491023275,"ce.0383406W@ac-grenoble.fr",,"LE DIRECTEUR : MME ZAHROU STÉPHANIE","CLG LUCIE AUBRAC","45.162027507589","5.7123443281029",8,152
"Isère","GRENOBLE 1","0382917P","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE LOUBAVITCH","10 rue LAZARE CARNOT ",,,38000,"GRENOBLE",476433858,485028447,"ce.0382917P@ac-grenoble.fr",,"LE DIRECTEUR : MME LAHIANY MICHELE","Aucune information","45.184479881896","5.7234106937458",3,44
"Isère","GRENOBLE 1","0381901K","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH","6 rue Charles Tartari ",,,38000,"GRENOBLE",476430551,476461713,"ce.0381901K@ac-grenoble.fr",,"LE DIRECTEUR : MME MIAILHES SABINE","Aucune information","45.186922329738","5.729645322059",9,226
"Isère","GRENOBLE 1","0382654D","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINT PIERRE DU RONDEAU","104 cours de la Libération ",,,38100,"GRENOBLE",476960664,476846447,"ce.0382654D@ac-grenoble.fr",,"LE DIRECTEUR : MME CAMUS ANNE-LAURE","Aucune information","45.170420897486","5.7124846048901",14,322
"Isère","GRENOBLE 1","0381690F","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINTE MARIE DES CHARMILLES","15 rue Montesquieu ",,,38100,"GRENOBLE",476877264,476469729,"ce.0381690F@ac-grenoble.fr",,"LE DIRECTEUR : MME LOUIS MARION","Aucune information","45.176128545619","5.7274488767346",5,125
"Isère","GRENOBLE 2","0382693W","Public","ECOLE ELEMENTAIRE PUBLIQUE ALPHONSE DAUDET","23 rue Amable Matussière ",,,38100,"GRENOBLE",476092638,,"ce.0382693W@ac-grenoble.fr",,"LE DIRECTEUR : MME BACCHUS AMELIE","CLG OLYMPIQUE","45.170015714534","5.7209857207198",12,166
"﻿Isère","GRENOBLE 2","0380113S","Public","ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE","35 rue Anatole France ",,,38100,"GRENOBLE",476962352,,"ce.0380113S@ac-grenoble.fr",,"LE DIRECTEUR : MME TANNE MARION","CLG AIME CESAIRE","45.171547523254","5.7061581374943",9,165
"Isère","GRENOBLE 1","0382925Y","Public","ECOLE ELEMENTAIRE PUBLIQUE ANTHOARD","3 rue Anthoard ",,,38000,"GRENOBLE",476966934,,"ce.0382925Y@ac-grenoble.fr",,"LE DIRECTEUR : M. SILVESTRE ALAIN","CLG FANTIN- LATOUR","45.189253615992","5.7134762895196",12,288
"Isère","GRENOBLE 1","0380112R","Public","ECOLE ELEMENTAIRE PUBLIQUE BAJATIERE","6 chemin de l'Eglise ",,,38100,"GRENOBLE",476545495,,"ce.0380112R@ac-grenoble.fr",,"LE DIRECTEUR : MME SCHNOEBELEN SOPHIE","CLG CHARLES MUNCH","45.177190668844","5.7352202020298",7,147
"Isère","GRENOBLE 2","0382005Y","Public","ECOLE ELEMENTAIRE PUBLIQUE CHRISTOPHE TURC","3 rue Christophe Turc ",,,38100,"GRENOBLE",476216344,,"ce.0382005Y@ac-grenoble.fr",,"LE DIRECTEUR : M. PASQUELIN DAVID","CLG OLYMPIQUE","45.162418189506","5.7258877719688",15,246
"Isère","GRENOBLE 2","0382911H","Public","ECOLE ELEMENTAIRE PUBLIQUE HOUILLE BLANCHE","7 rue de la Houille Blanche ",,,38100,"GRENOBLE",476965175,476211598,"ce.0382911H@ac-grenoble.fr",,"LE DIRECTEUR : MME DAHYOT DELPHINE","CLG AIME CESAIRE","45.174186948413","5.711368349754",13,313
"Isère","GRENOBLE 2","0380581A","Public","ECOLE ELEMENTAIRE PUBLIQUE JARDIN DE VILLE","6 passage du Jardin de Ville ",,,38000,"GRENOBLE",476874591,,"ce.0380581A@ac-grenoble.fr",,"LE DIRECTEUR : MME EMONOT NADINE","CLG STENDHAL","45.19170773428","5.7259039775673",5,118
"Isère","GRENOBLE 1","0382801N","Public","ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES","9 cours Jean Jaurès ",,,38000,"GRENOBLE",476464180,,"ce.0382801N@ac-grenoble.fr",,"LE DIRECTEUR : MME SCHLEMMER Laure","CLG CHAMPOLLION","45.190213069315","5.7206962485066",11,257
"Isère","GRENOBLE 2","0380114T","Public","ECOLE ELEMENTAIRE PUBLIQUE JOSEPH VALLIER","44 bis rue Ampère ",,,38000,"GRENOBLE",788770089,,"ce.0380114T@ac-grenoble.fr",,"LE DIRECTEUR : MME DEFORGE ELSA","CLG FANTIN- LATOUR","45.181391140795","5.7051958126402",7,141
"﻿Isère","GRENOBLE 2","0382293L","Public","ECOLE ELEMENTAIRE PUBLIQUE LES GENETS","9 allée des Genêts ",,,38100,"GRENOBLE",476220595,,"ce.0382293L@ac-grenoble.fr",,"LE DIRECTEUR : MME PETIT CELINE","CLG LUCIE AUBRAC","45.16098305663","5.73409523094",11,161
"Isère","GRENOBLE 2","0382534Y","Public","ECOLE ELEMENTAIRE PUBLIQUE LES TREMBLES","120 place des géants ",,,38100,"GRENOBLE",476227961,,"ce.0382534Y@ac-grenoble.fr",,"LE DIRECTEUR : M. BATTISTINI DIDIER","CLG LUCIE AUBRAC","45.161174109443","5.7373264673486",8,120
"Isère","GRENOBLE 1","0382712S","Public","ECOLE ELEMENTAIRE PUBLIQUE LUCIE AUBRAC","4 rue Henri Ding ",,,38000,"GRENOBLE",476463334,,"ce.0382712S@ac-grenoble.fr",,"LE DIRECTEUR : MME COUTURIER-PETRASSON ANNE","CLG CHAMPOLLION","45.183697199018","5.7266848523053",14,308
"Isère","GRENOBLE 1","0383543V","Public","ECOLE ELEMENTAIRE PUBLIQUE MARIANNE COHN","19 rue Hoche ",,,38000,"GRENOBLE",670486271,,"ce.0383543V@ac-grenoble.fr",,"LE DIRECTEUR : MME TOFFA MAEVA","CLG CHAMPOLLION","45.185015390635","5.7262014206866",6,133
"Isère","GRENOBLE 2","0380578X","Public","ECOLE ELEMENTAIRE PUBLIQUE MENON","9 rue Hébert ",,,38000,"GRENOBLE",476427069,,"ce.0380578X@ac-grenoble.fr",,"LE DIRECTEUR : MME BRAC DE LA PERRIERE MARIE","CLG STENDHAL","45.18988052555","5.735408884744",10,234
"Isère","GRENOBLE 1","0382186V","Public","ECOLE ELEMENTAIRE PUBLIQUE NICOLAS CHORIER","23 rue Nicolas Chorier ",,,38000,"GRENOBLE",476961841,,"ce.0382186V@ac-grenoble.fr",,"LE DIRECTEUR : MME BARTHELET MARLENE","CLG FANTIN- LATOUR","45.185769945543","5.7152052280011",7,164
"Isère","GRENOBLE 2","0382713T","Public","ECOLE ELEMENTAIRE PUBLIQUE SIDI BRAHIM","45 rue Sidi Brahim ",,,38100,"GRENOBLE",476966784,,"ce.0382713T@ac-grenoble.fr",,"LE DIRECTEUR : MME FRANCILLARD PATRICIA","CLG AIME CESAIRE","45.175381675119","5.7166998353231",8,201
"Isère","GRENOBLE 2","0383409Z","Privé hors-contrat","ECOLE MATERNELLE PRIVEE AIDE MOI A FAIRE SEUL (MONTESS","68 rue DES EAUX-CLAIRES DES EAUX-CLAIRES",,,38100,"GRENOBLE",662910713,476212754,"ce.0383409Z@ac-grenoble.fr",,"LE DIRECTEUR : M. PORTE LAURENT","CLG AIME CESAIRE","45.17446818952","5.7068346868096",1,23
"Isère","GRENOBLE 2","0380557Z","Public","ECOLE MATERNELLE PUBLIQUE ALPHONSE DAUDET","16 rue Réné Lesage ",,,38100,"GRENOBLE",476091474,,"ce.0380557Z@ac-grenoble.fr",,"LE DIRECTEUR : MME PAILHES MYRIAM","CLG OLYMPIQUE","45.169786705328","5.7204014135719",7,108
"Isère","GRENOBLE 2","0380549R","Public","ECOLE MATERNELLE PUBLIQUE ANATOLE FRANCE","33 rue Anatole France ",,,38100,"GRENOBLE",476966039,,"ce.0380549R@ac-grenoble.fr",,"LE DIRECTEUR : MME CAPPONI NATHALIE","CLG AIME CESAIRE","45.172312373504","5.7058258344761",5,116
"﻿Isère","GRENOBLE 1","0380550S","Public","ECOLE MATERNELLE PUBLIQUE BAJATIERE","2 rue Leroy ",,,38100,"GRENOBLE",647698868,,"ce.0380550S@ac-grenoble.fr",,"LE DIRECTEUR : MME BANSARD MORGANE","CLG CHARLES MUNCH","45.177076204848","5.7373164201509",3,76
"Isère","GRENOBLE 1","0380552U","Public","ECOLE MATERNELLE PUBLIQUE BERRIAT","13 bis rue Abbé Grégoire ",,,38000,"GRENOBLE",476962617,,"ce.0380552U@ac-grenoble.fr",,"LE DIRECTEUR : MME DESBRIERE MARGUERITE","CLG FANTIN- LATOUR","45.189133509538","5.713228372113",4,96
"Isère","GRENOBLE 1","0380553V","Public","ECOLE MATERNELLE PUBLIQUE BUFFON","1  RUE CUVIER ",,,38000,"GRENOBLE",642588166,,"ce.0380553V@ac-grenoble.fr",,"LE DIRECTEUR : MME RANC AGNES","CLG FANTIN- LATOUR","45.185970728645","5.7084244500576",3,73
"Isère","GRENOBLE 2","0380556Y","Public","ECOLE MATERNELLE PUBLIQUE CORNELIE GEMOND","12 rue Hébert ",,,38000,"GRENOBLE",476420786,,"ce.0380556Y@ac-grenoble.fr",,"LE DIRECTEUR : MME BRAC DE LA PERRIERE MARIE","CLG STENDHAL","45.19042263497","5.7353462640115",4,97
"Isère","GRENOBLE 1","0383533J","Public","ECOLE MATERNELLE PUBLIQUE F.ARTHAUD","97 bis cours Berriat ",,,38000,"GRENOBLE",438215991,,"ce.0383533J@ac-grenoble.fr",,"LE DIRECTEUR : M. FRADCOURT BENOIT","CLG FANTIN- LATOUR","45.18830592754","5.7098373214463",4,89
"Isère","GRENOBLE 2","0380562E","Public","ECOLE MATERNELLE PUBLIQUE HOUILLE BLANCHE","3 rue de la Houille Blanche ",,,38100,"GRENOBLE",476964112,,"ce.0380562E@ac-grenoble.fr",,"LE DIRECTEUR : MME TARDY BERGER LAURE","CLG AIME CESAIRE","45.174608038966","5.7114652261216",4,98
"Isère","GRENOBLE 2","0380565H","Public","ECOLE MATERNELLE PUBLIQUE JARDIN DE VILLE","5 jardin de Ville ",,,38000,"GRENOBLE",476441770,,"ce.0380565H@ac-grenoble.fr",,"LE DIRECTEUR : MME CLAIRET SOPHIE","CLG STENDHAL","45.191823099488","5.7274513520532",3,60
"Isère","GRENOBLE 1","0380563F","Public","ECOLE MATERNELLE PUBLIQUE JEAN JAURES","2 rue Jay ",,,38000,"GRENOBLE",476879578,,"ce.0380563F@ac-grenoble.fr",,"LE DIRECTEUR : MME MURCIA Caroline","CLG CHAMPOLLION","45.190112533969","5.7211245496039",5,118
"Isère","GRENOBLE 2","0380607D","Public","ECOLE MATERNELLE PUBLIQUE JOSEPH VALLIER","7 rue du Docteur Greffier ",,,38000,"GRENOBLE",785555407,,"ce.0380607D@ac-grenoble.fr",,"LE DIRECTEUR : MME DEFORGE ELSA","CLG FANTIN- LATOUR","45.181560774034","5.7045161169834",4,82
"Isère","GRENOBLE 1","0382716W","Public","ECOLE MATERNELLE PUBLIQUE JULES VERNE","15 rue Hoche ",,,38000,"GRENOBLE",485599502,,"ce.0382716W@ac-grenoble.fr",,"LE DIRECTEUR : MME DELAGLIERE-COLLOUD CATHERINE","CLG CHAMPOLLION","45.185150633965","5.7273036772522",5,126
"﻿Isère","GRENOBLE 2","0382158P","Public","ECOLE MATERNELLE PUBLIQUE LA RAMPE","1  RUE MAURICE DODERO ",,,38100,"GRENOBLE",476092474,,"ce.0382158P@ac-grenoble.fr",,"LE DIRECTEUR : MME BIZOLON EMILIE","CLG LUCIE AUBRAC","45.161565770415","5.7312711698619",6,97
"Isère","GRENOBLE 2","0380129J","Public","ECOLE MATERNELLE PUBLIQUE LES FRENES","16 allée des Frênes ",,,38100,"GRENOBLE",476227970,,"ce.0380129J@ac-grenoble.fr",,"LE DIRECTEUR : MME RAMAZ FABIENNE","CLG LUCIE AUBRAC","45.161799317107","5.7353450073277",5,78
"Isère","GRENOBLE 1","0380610G","Public","ECOLE MATERNELLE PUBLIQUE MARCEAU","1  RUE SERGENT BOBILLOT ",,,38000,"GRENOBLE",476873550,,"ce.0380610G@ac-grenoble.fr",,"LE DIRECTEUR : MME RUAT PASCALE","CLG CHAMPOLLION","45.182591694572","5.7217770898855",6,151
"Isère","GRENOBLE 2","0383235K","Public","ECOLE MATERNELLE PUBLIQUE MARIE REYNOARD","46 allée des Romantiques ",,,38100,"GRENOBLE",476090411,,"ce.0383235K@ac-grenoble.fr",,"LE DIRECTEUR : MME GANDON ISABELLE","CLG OLYMPIQUE","45.165609368029","5.7250756487475",9,163
"Isère","GRENOBLE 1","0382223K","Public","ECOLE MATERNELLE PUBLIQUE NICOLAS CHORIER","21 rue Nicolas Chorier ",,,38000,"GRENOBLE",476963870,,"ce.0382223K@ac-grenoble.fr",,"LE DIRECTEUR : MME SAUQUET MARYLENE","CLG FANTIN- LATOUR","45.18576251577","5.7155106315408",4,87
"Isère","GRENOBLE 2","0380544K","Public","ECOLE MATERNELLE PUBLIQUE SIDI BRAHIM","47 bis rue Sidi Brahim ",,,38100,"GRENOBLE",476962029,,"ce.0380544K@ac-grenoble.fr",,"LE DIRECTEUR : MME SALVAT CHRISTELLE","CLG AIME CESAIRE","45.175169110391","5.7165493758008",5,116
"Isère","GRENOBLE 1","0382559A","Public","ECOLE PRIMAIRE AMPERE","55 rue Ampère ",,,38000,"GRENOBLE",476961970,,"ce.0382559A@ac-grenoble.fr",,"LE DIRECTEUR : MME DENIS GWENAELLE","CLG FANTIN- LATOUR","45.183608981502","5.7058765799345",14,308
"Isère","GRENOBLE 2","0382286D","Public","ECOLE PRIMAIRE BIZANET","51 avenue Maréchal Randon ",,,38000,"GRENOBLE",476420066,,"ce.0382286D@ac-grenoble.fr",,"LE DIRECTEUR : MME ANGE MYRIAM","CLG STENDHAL","45.194697539144","5.7340649340382",12,263
"Isère","GRENOBLE 1","0380558A","Public","ECOLE PRIMAIRE DIDEROT","20 rue COLONEL TANANT ",,,38000,"GRENOBLE",476961832,,"ce.0380558A@ac-grenoble.fr",,"LE DIRECTEUR : MME CERVEL ESTELLE","CLG FANTIN- LATOUR","45.190068168538","5.7051576924017",8,190
"Isère","GRENOBLE 1","0382076A","Public","ECOLE PRIMAIRE JEAN RACINE","22 avenue Teisseire ",,,38000,"GRENOBLE",476252267,,"ce.0382076A@ac-grenoble.fr",,"LE DIRECTEUR : M. AROD CYRIL","EYBENS/LES SAULES","45.16855462893","5.7431267547087",18,388
"﻿Isère","GRENOBLE 2","0382291J","Public","ECOLE PRIMAIRE LA FONTAINE","16 bis rue Paul Helbronner ",,,38100,"GRENOBLE",476224748,,"ce.0382291J@ac-grenoble.fr",,"LE DIRECTEUR : MME FELDZNER  ELISE","CLG LUCIE AUBRAC","45.164320374117","5.7387160416726",12,191
"Isère","GRENOBLE 2","0382140V","Public","ECOLE PRIMAIRE LE LAC","109 bis galerie DE L ARLEQUIN ",,,38100,"GRENOBLE",476090989,,"ce.0382140V@ac-grenoble.fr",,"LE DIRECTEUR : M. SIMONATO ALAIN","CLG LUCIE AUBRAC","45.163250463293","5.7338496655251",15,232
"Isère","GRENOBLE 2","0382616M","Public","ECOLE PRIMAIRE LIBERATION","203 cours de la Libération ",,,38100,"GRENOBLE",476092451,,"ce.0382616M@ac-grenoble.fr",,"LE DIRECTEUR : MME CUCAROLLO CAMILLE","CLG AIME CESAIRE","45.16260645807","5.711506475723",9,175
"Isère","GRENOBLE 2","0382289G","Public","ECOLE PRIMAIRE PAUL PAINLEVE","73 rue Joseph Bouchayer ",,,38100,"GRENOBLE",476963247,,"ce.0382289G@ac-grenoble.fr",,"LE DIRECTEUR : MME MEFTAH EL IDRISSI HALIMA","CLG AIME CESAIRE","45.177626688127","5.7062490112915",13,281
"Isère","GRENOBLE 2","0382597S","Public","ECOLE PRIMAIRE  SPECIALISEE PU PAUL BERT","7 place du Dr Girard ",,,38000,"GRENOBLE",476423776,,"ce.0382597S@ac-grenoble.fr",,"LE DIRECTEUR : M. BENNE LAURENT","CLG STENDHAL","45.195949302607","5.736662045041",18,338
"Isère","GRENOBLE 1","0382287E","Public","ECOLE PRIMAIRE APPLICATION ELISEE CHATIN","25 rue Lebrix ",,,38100,"GRENOBLE",476465829,,"ce.0382287E@ac-grenoble.fr",,"LE DIRECTEUR : MME FRIER CHRISTELLE","CLG CHARLES MUNCH","45.178816849607","5.7217713854355",17,392
"Isère","GRENOBLE 1","0382729K","Public","ECOLE PRIMAIRE D APPLICATION P CLEMENCEAU","5 rue Roger Louis Lachat ",,,38100,"GRENOBLE",476544259,,"ce.0382729K@ac-grenoble.fr",,"LE DIRECTEUR : MME KRAMARCZEWSKI CATHERINE","CLG VERCORS","45.183073717865","5.7396361429862",17,384
"Isère","GRENOBLE 1","0382874T","Public","ECOLE PRIMAIRE D'APPLICATION P JULES FERRY","47 rue Léon Jouhaux ",,,38100,"GRENOBLE",476447188,,"ce.0382874T@ac-grenoble.fr",,"LE DIRECTEUR : M. BLANCHON DENIS","CLG VERCORS","45.180248298033","5.7420580363195",20,327
"Isère","GRENOBLE 2","0383012T","Public","ECOLE PRIMAIRE PUBLIQUE BEAUVERT","10 rue GUY DE MAUPASSANT ",,,38100,"GRENOBLE",476091948,,"ce.0383012T@ac-grenoble.fr",,"LE DIRECTEUR : MME CALMON NATHALIE","CLG OLYMPIQUE","45.164794535827","5.7193303955605",24,382
"Isère","GRENOBLE 1","0380069U","Public","ECOLE PRIMAIRE PUBLIQUE F.BUISSON","4 rue du Docteur Bordier ",,,38100,"GRENOBLE",476465825,,"ce.0380069U@ac-grenoble.fr",,"LE DIRECTEUR : MME RIVAL Cassandra","CLG CHARLES MUNCH","45.176860734239","5.7295609830021",17,360
